screen_name,message,created_at,tweet_id,tfidf_kw1,tfidf_kw2,tfidf_kw3,tfidf_kw4,tfidf_kw5,keybert_kw1,keybert_kw2,keybert_kw3,keybert_kw4,keybert_kw5
reprichhudson,"RT @GOPLeader: ✓ Special Counsel Mueller officially ended his investigation weeks ago. His office is closed.
✓ Attorney General Barr made t…",Tue Jun 11 20:57:25 +0000 2019,1138550828204269568,special counsel,ago,attorney,closed,ended,ago office,closed attorney,ended investigation,general barr,mueller officially
reprichhudson,"It is a privilege to nominate incredible high school students like Lance to our service academies. I applaud Lance for his hard work and dedication to serving our country, receiving a quality education, &amp; joining the honorable ranks of our Armed Forces.

https://t.co/quwj5nwQy0",Tue Jun 11 15:29:23 +0000 2019,1138468277838065665,armed forces,country receiving,dedication serving,education joining,hard work,applaud lance,country receiving,incredible high,privilege nominate,quality education
reprichhudson,Behind the scenes of today’s @uscapitol tour with @Team_Penske and @IndyCar #Indy500 winner @simonpagenaud. 🏆🏁 https://t.co/hKRXVDcijm,Mon Jun 10 17:05:21 +0000 2019,1138130039571144705,scenes,tour,,,,indy500 winner,s tour,tour indy500,scenes,
reprichhudson,When real life superheroes show up to your superhero party 👍🏼👨🏿‍🚒👩🏼‍🚒 https://t.co/h55eCqopjM,Mon Jun 10 14:29:59 +0000 2019,1138090939761811456,life,real,,,,life superheroes,real life,superhero party,superheroes superhero,
reprichhudson,RT @WBTV_News: Join us in wishing VP Mike Pence a happy birthday!! https://t.co/uUNVusYl9g,Fri Jun 07 20:20:54 +0000 2019,1137092088917614598,happy birthday,join wishing,mike pence,,,happy birthday,join wishing,mike pence,pence happy,vp mike
reprichhudson,"Did you know #NationalDonutDay was created to honor the @SalvationArmyUS Donut Lassies who served donuts to soldiers during #WWI? Makes today even sweeter! 

I celebrated with some of my favorites: @KrispyKreme, @DonutsDowntown, &amp; Southern Angel Donut Co. Don’t worry – I shared! https://t.co/xC7tK9xQXR",Fri Jun 07 17:58:50 +0000 2019,1137056335462326272,did know,don t,created,donuts,honor,angel donut,celebrated favorites,did know,don t,favorites southern
reprichhudson,"RT @AmandaMOAA: Hope your #NationalDonutDay is better than this flashback from 2012! These @USMC - 2nd Maintenance Battalion, 2nd Marine Lo…",Fri Jun 07 16:44:36 +0000 2019,1137037653206097920,better,hope,marine,nationaldonutday,,battalion marine,better flashback,flashback maintenance,maintenance battalion,marine lo
reprichhudson,"Humbled to join @realDonaldTrump in paying tribute to a great American and #WWII hero! 🇺🇸

https://t.co/126LmuR9ch

#GreatestGeneration #DDay75 #DDay",Fri Jun 07 15:39:52 +0000 2019,1137021364659982336,dday75 dday,great american,greatestgeneration,hero,humbled,american wwii,dday75 dday,great american,humbled join,paying tribute
reprichhudson,Enjoyed catching up with @PatMcCroryNC and @BoThompsonWBT this morning on @wbtradio... but I think they might have enjoyed the @krispykreme and @DonutsDowntown donuts I brought more. #SugarHigh #NationalDonutDay https://t.co/Jr98sSiXUX,Fri Jun 07 12:38:40 +0000 2019,1136975761401888768,brought,catching,donuts,enjoyed,morning,brought sugarhigh,catching morning,donuts brought,enjoyed donuts,morning think
reprichhudson,Looking forward to joining my friend @PatMcCroryNC on @wbtradio this morning in the 8 AM hour!,Fri Jun 07 11:27:58 +0000 2019,1136957970707832834,looking forward,friend,hour,joining,morning,forward joining,friend morning,joining friend,looking forward,morning hour
reprichhudson,"RT @NRO: On the 75th anniversary of the pivotal World War II battle, here’s a look back at images of the D-Day landings and the invasion of…",Thu Jun 06 16:32:57 +0000 2019,1136672335044521986,s look,war ii,world war,anniversary,battle,anniversary pivotal,d-day landings,ii battle,images d-day,landings invasion
reprichhudson,"You'll want to read this! #DDay was a major turning point in #WWII and the beginning of the end for Nazi Germany. It also marks an incredible moment in the @82ndABNDiv's legacy, when paratroopers landed behind enemy lines &amp; successfully liberated St. Mere Eglise. #AATW #DDay75 https://t.co/MZbR4WOFzK",Thu Jun 06 16:26:00 +0000 2019,1136670587311546370,aatw dday75,beginning end,end nazi,enemy lines,germany marks,incredible moment,liberated st,lines successfully,major turning,mere eglise
reprichhudson,Terrible news and a young life taken too soon. Prayers for this cadet's loved ones and a full recovery for those who were injured. 🇺🇸 https://t.co/01oVSsxTHO,Thu Jun 06 16:19:46 +0000 2019,1136669014518915074,loved ones,injured,life,prayers,recovery,cadet's loved,life taken,loved ones,prayers cadet's,recovery injured
reprichhudson,"75 years ago, Ray sacrificed on that beach. He saved countless men. And he never once gave up. I applaud Ray for his tremendous service, &amp; I thank him for his selfless actions. I am so proud to represent him in Congress. #DDay #GreatestGeneration 🇺🇸

https://t.co/eP5XDqmRi6",Thu Jun 06 13:46:09 +0000 2019,1136630356319395842,dday greatestgeneration,thank selfless,actions,ago,applaud,beach saved,countless men,ray sacrificed,represent congress,selfless actions
reprichhudson,"There are American heroes, and then there are American giants. Ray – along with the other men &amp; women of the #GreatestGeneration – is a giant. Every generation owes an enormous debt to Ray &amp; those brave patriots who changed the course of history &amp; defended our freedom. #DDay",Thu Jun 06 13:42:55 +0000 2019,1136629545388453888,american heroes,men women,brave,dday,debt,american heroes,changed course,enormous debt,giants ray,history defended
reprichhudson,"I am humbled to pay tribute to Arnold Raymond “Ray” Lambert, a World War II veteran, one of the few surviving warriors who stormed the beaches of Normandy 75 years ago today, and a Moore County constituent. #DDay75 #DDay #GreatestGeneration https://t.co/6y5z1f0jnP",Thu Jun 06 13:41:44 +0000 2019,1136629247190212608,dday greatestgeneration,dday75 dday,moore county,pay tribute,war ii,beaches normandy,county constituent,dday75 dday,ray lambert,tribute arnold
reprichhudson,"I am proud to help lead this bipartisan effort to strengthen our nation’s trauma care and save more lives on and off the battlefield, and I look forward to President Trump signing this bipartisan bill into law.

https://t.co/fvifigDQPg https://t.co/BVou3y7N3O",Wed Jun 05 19:50:52 +0000 2019,1136359752987009024,bipartisan effort,help lead,lead bipartisan,look forward,nation s,lives battlefield,look forward,president trump,proud help,signing bipartisan
reprichhudson,"RT @GStephenson_Wx: SEVERE THUNDERSTORM WARNING until 4pm for Harnett, Hoke, Lee, Moore and Scotland Counties. #SpectrumNews #ncwx https://…",Wed Jun 05 19:07:20 +0000 2019,1136348796449951746,severe thunderstorm,thunderstorm warning,counties,hoke,moore,harnett hoke,hoke lee,lee moore,scotland counties,spectrumnews ncwx
reprichhudson,"RT @LyndsayWBTV: A Severe Thunderstorm Watch has been issued for Stanly, Anson, and Richmond counties until 10pm this evening. We've got a…",Wed Jun 05 19:07:01 +0000 2019,1136348719891304448,severe thunderstorm,counties,evening,got,issued,issued stanly,richmond counties,we've got,anson,evening
reprichhudson,"NC is one of the finalists to be the new home of two offices from the @USDA — a decision that would mean hundreds of jobs. I was proud to join a letter with my colleagues in Congress to advocate for our state as THE #1 choice!

https://t.co/WDR2AMDWd4",Wed Jun 05 13:53:32 +0000 2019,1136269829298708481,proud join,advocate,choice,colleagues,congress,congress advocate,decision mean,finalists new,home offices,letter colleagues
reprichhudson,"RT @ALBrownFootball: Today we mourn the loss of a legend.

He was more than a coach — he was a father, a teacher, and friend.

He will alwa…",Wed Jun 05 13:39:07 +0000 2019,1136266197874487302,mourn loss,coach,father,friend,legend,coach father,friend alwa,legend coach,loss legend,mourn loss
reprichhudson,"We have to keep our promises to our veterans who put their lives on the line for our country. I believe veterans deserve the choice to see any doctor they want to, and this bill is a great step towards achieving that goal.

https://t.co/U6mjfeoXif",Tue Jun 04 21:10:57 +0000 2019,1136017517925851136,believe,choice,country,deserve,goal,achieving goal,choice doctor,country believe,great step,lives line
reprichhudson,RT @HouseGOP: We pause today to remember what happened 30 years ago at Tiananmen Square. America will always stand with people seeking the…,Tue Jun 04 15:18:43 +0000 2019,1135928875928735745,ago,america,happened,pause,remember,america stand,square america,tiananmen square,happened,pause
reprichhudson,"As @FtBraggNC’s Congressman, I’ve worked hard to be a partner for NC’s military community &amp; defense related small businesses &amp; contractors @NCDBA. I strive to be someone you can count on. I look forward to continuing our partnership for the betterment &amp; defense of our country.",Tue Jun 04 14:50:27 +0000 2019,1135921762636447745,forward continuing,look forward,military community,nc s,s congressman,betterment defense,contractors strive,look forward,partner nc,s military
reprichhudson,"Enjoyed speaking with members of @NCDBA. Our state is uniquely positioned as THE military powerhouse. Combined with high-ranking commands and installations, we have a strong military and defense sector economy, a high-skilled workforce, and innovative R&amp;D and technology. https://t.co/71jktmqWuF",Tue Jun 04 14:48:39 +0000 2019,1135921311400620034,enjoyed speaking,defense,economy,innovative,members,combined high-ranking,commands installations,d technology,enjoyed speaking,high-skilled workforce
reprichhudson,Can't argue with that math. 🐶🧢⚾️ https://t.co/aR4Wfz0crR,Tue Jun 04 13:21:07 +0000 2019,1135899281003560960,can't,,,,,argue math,can't argue,,,
reprichhudson,"D-Day was a major turning point in WWII and the beginning of the end for Nazi Germany. It also marks an incredible moment in the @82ndABNDiv's legacy, when paratroopers landed behind enemy lines and successfully liberated Sainte-Mère-Église. #AATW #DDay75 https://t.co/APiBAyBMVn",Tue Jun 04 12:57:40 +0000 2019,1135893380964261889,aatw dday75,beginning end,end nazi,enemy lines,germany marks,aatw dday75,germany marks,incredible moment,legacy paratroopers,lines successfully
reprichhudson,"RT @82ndABNDiv: Watch our Facebook, later today, for a special live stream from Normandy, France.

Nearly 100 Paratroopers from across the…",Mon Jun 03 14:37:05 +0000 2019,1135556010150629376,facebook,later,nearly,normandy,paratroopers,france nearly,nearly paratroopers,stream normandy,later,
reprichhudson,"Excited to be at the grand opening of the Amazon Fulfillment Center here in Kannapolis. This center is 1-million-square-feet (that’s 28 football fields!) and it employs more than 1,000 full-time workers! https://t.co/jr5thSJWEk",Fri May 31 15:18:56 +0000 2019,1134479378212110338,center,excited,football,fulfillment,kannapolis,center million-square-feet,excited grand,fulfillment center,full-time workers,opening amazon
reprichhudson,This! Every life has value and beauty. @Kodileerocks is such an inspiration! #AGTPremiere https://t.co/cQAM1lZGrr,Fri May 31 13:32:17 +0000 2019,1134452541075402752,inspiration,life,value,,,beauty inspiration,inspiration agtpremiere,life value,value beauty,
reprichhudson,"Please share - Missing Concord teen, 15, last seen walking to bus stop; police looking for Red Toyota Sequoia. My wife Renee and I are praying for this young girl and her family. https://t.co/jCWPWuS6wD",Thu May 30 15:25:01 +0000 2019,1134118524903968774,renee praying,wife renee,concord,family,looking,missing concord,police looking,praying young,red toyota,sequoia wife
reprichhudson,"RT @CDavisNews: @RepRichHudson and @MarcusSMI presented Denise Bass, the wife of @sambassartist with framed commemorative posters of the ar…",Wed May 29 14:33:45 +0000 2019,1133743233786368000,bass,denise,presented,wife,,bass wife,commemorative posters,denise bass,posters ar,presented denise
reprichhudson,"RT @CLTMotorSpdwy: A special presentation to the family of the late, great @sambassartist.

#AmericasHomeForRacing https://t.co/SlzBq5V3bW",Wed May 29 14:33:15 +0000 2019,1133743107282022400,family,great,late,presentation,special,family late,great americashomeforracing,late great,presentation family,special presentation
